id,authors,description,num_ratings,pages,ratings,titles,genre1,genre2,genre3,genre4,genre5,genre6
6567017,John Green,"Will Grayson meets Will Grayson. One cold night, in a most unlikely corner of Chicago, two strangers are about to cross paths. From that moment on, their world will collide and lives intertwine.  It's not that far from Evanston to Naperville, but Chicago suburbanites Will Grayson and Will Grayson might as well live on different planets. When fate delivers them both to the same surprising crossroads, the Will Graysons find their lives overlapping and hurtling in new and unexpected directions. With a push from friends new and old - including the massive, and massively fabulous, Tiny Cooper, offensive lineman and musical theater auteur extraordinaire - Will and Will begin building toward respective romantic turns-of-heart and the epic production of history's most awesome high school musical.",308611.0,310.0,3.79,"Will Grayson, Will Grayson",'Contemporary', 'Young Adult', 'LGBT', 'Fiction',NA,NA
40603730,Nicholas Sparks,"From the #1 New York Times bestselling author comes a captivating love story filled with suspense and mystery.  When a mysterious young woman named Katie appears in the small North Carolina town of Southport, her sudden arrival raises questions about her past. Beautiful yet self-effacing, Katie seems determined to avoid forming personal ties until a series of events draws her into two reluctant relationships: one with Alex, a widowed store owner with a kind heart and two young children; and another with her plainspoken single neighbor, Jo. Despite her reservations, Katie slowly begins to let down her guard, putting down roots in the close-knit community and becoming increasingly attached to Alex and his family.  But even as Katie begins to fall in love, she struggles with the dark secret that still haunts and terrifies her . . . a past that set her on a fearful, shattering journey across the country, to the sheltered oasis of Southport. With Jo's empathic and stubborn support, Katie eventually realizes that she must choose between a life of transient safety and one of riskier rewards . . . and that in the darkest hour, love is the only true safe haven.",315177.0,353.0,4.21,Safe Haven,'Romance', 'Contemporary', 'Womens Fiction', 'Fiction', 'Chick Lit',NA
7747374,Pittacus Lore,"Nine of us came here. We look like you. We talk like you. We live among you. But we are not you. We can do things you dream of doing. We have powers you dream of having. We are stronger and faster than anything you have ever seen. We are the superheroes you worship in movies and comic books--but we are real.  Our plan was to grow, and train, and become strong, and become one, and fight them. But they found us and started hunting us first. Now all of us are running. Spending our lives in shadows, in places where no one would look, blending in. We have lived among you without you knowing.  But they know.  They caught Number One in Malaysia. Number Two in England. And Number Three in Kenya. They killed them all.  I am Number Four.  I am next.",298808.0,440.0,3.94,"I Am Number Four (Lorien Legacies, #1)",'Young Adult', 'Fantasy', 'Science Fiction',NA,NA,NA
7235533,Brandon Sanderson,"From #1 New York Times bestselling author Brandon Sanderson, The Way of Kings, Book One of the Stormlight Archive begins an incredible new saga of epic proportion.  Roshar is a world of stone and storms. Uncanny tempests of incredible power sweep across the rocky terrain so frequently that they have shaped ecology and civilization alike. Animals hide in shells, trees pull in branches, and grass retracts into the soilless ground. Cities are built only where the topography offers shelter.  It has been centuries since the fall of the ten consecrated orders known as the Knights Radiant, but their Shardblades and Shardplate remain: mystical swords and suits of armor that transform ordinary men into near-invincible warriors. Men trade kingdoms for Shardblades. Wars were fought for them, and won by them.  One such war rages on a ruined landscape called the Shattered Plains. There, Kaladin, who traded his medical apprenticeship for a spear to protect his little brother, has been reduced to slavery. In a war that makes no sense, where ten armies fight separately against a single foe, he struggles to save his men and to fathom the leaders who consider them expendable.  Brightlord Dalinar Kholin commands one of those other armies. Like his brother, the late king, he is fascinated by an ancient text called The Way of Kings. Troubled by over-powering visions of ancient times and the Knights Radiant, he has begun to doubt his own sanity.  Across the ocean, an untried young woman named Shallan seeks to train under an eminent scholar and notorious heretic, Dalinar's niece, Jasnah. Though she genuinely loves learning, Shallan's motives are less than pure. As she plans a daring theft, her research for Jasnah hints at secrets of the Knights Radiant and the true cause of the war.  The result of over ten years of planning, writing, and world-building, The Way of Kings is but the opening movement of the Stormlight Archive, a bold masterpiece in the making.  Speak again the ancient oaths:  Life before death. Strength before weakness. Journey before Destination.  and return to men the Shards they once bore.  The Knights Radiant must stand again.",248877.0,1007.0,4.65,"The Way of Kings (The Stormlight Archive, #1)",'Fantasy', 'Epic Fantasy', 'High Fantasy', 'Fiction',NA,NA
7090447,Rick Riordan,"Since his mother's death six years ago, Carter Kane has been living out of a suitcase, traveling the globe with his father, the brilliant Egyptologist, Dr. Julius Kane. But while Carter's been homeschooled, his younger sister, Sadie, has been living with their grandparents in London. Sadie has just what Carter wants—school friends and a chance at a ""normal"" life. But Carter has just what Sadie longs for—time with their father. After six years of living apart, the siblings have almost nothing in common. Until now.  On Christmas Eve, Sadie and Carter are reunited when their father brings them to the British Museum, with a promise that he's going to ""make things right."" But all does not go according to plan: Carter and Sadie watch as Julius summons a mysterious figure, who quickly banishes their father and causes a fiery explosion.  Soon Carter and Sadie discover that the gods of Ancient Egypt are waking, and the worst of them—Set—has a frightening scheme. To save their father, they must embark on a dangerous journey—a quest that brings them ever closer to the truth about their family and its links to the House of Life, a secret order that has existed since the time of the pharaohs.",288036.0,516.0,4.08,"The Red Pyramid (The Kane Chronicles, #1)",'Fantasy', 'Young Adult', 'Mythology',NA,NA,NA
6644117,Julie Kagawa,"Meghan Chase has a secret destiny; one she could never have imagined.  Something has always felt slightly off in Meghan's life, ever since her father disappeared before her eyes when she was six. She has never quite fit in at school or at home.  When a dark stranger begins watching her from afar, and her prankster best friend becomes strangely protective of her, Meghan senses that everything she's known is about to change.  But she could never have guessed the truth - that she is the daughter of a mythical faery king and is a pawn in a deadly war. Now Meghan will learn just how far she'll go to save someone she cares about, to stop a mysterious evil, no faery creature dare face; and to find love with a young prince who might rather see her dead than let her touch his icy heart.",178767.0,363.0,3.91,"The Iron King (The Iron Fey, #1)",'Romance', 'Fantasy', 'Young Adult', 'Paranormal',NA,NA
7315573,Ken Follett,"This is an epic of love, hatred, war and revolution. This is a huge novel that follows five families through the world-shaking dramas of the First World War, the Russian Revolution, and the struggle for votes for women. It is 1911. The Coronation Day of King George V. The Williams, a Welsh coal-mining family is linked by romance and enmity to the Fitzherberts, aristocratic coal-mine owners. Lady Maud Fitzherbert falls in love with Walter von Ulrich, a spy at the German Embassy in London. Their destiny is entangled with that of an ambitious young aide to U.S. President Woodrow Wilson and to two orphaned Russian brothers, whose plans to emigrate to America fall foul of war, conscription and revolution. In a plot of unfolding drama and intriguing complexity, ""Fall Of Giants"" moves seamlessly from Washington to St Petersburg, from the dirt and danger of a coal mine to the glittering chandeliers of a palace, from the corridors of power to the bedrooms of the mighty.",239310.0,985.0,4.29,"Fall of Giants (The Century Trilogy, #1)",'Historical Fiction', 'Historical', 'Fiction',NA,NA,NA
6837103,Kathleen Grissom,"When a white servant girl violates the order of plantation society, she unleashes a tragedy that exposes the worst and best in the people she has come to call her family. Orphaned while onboard ship from Ireland, seven-year-old Lavinia arrives on the steps of a tobacco plantation where she is to live and work with the slaves of the kitchen house. Under the care of Belle, the master's illegitimate daughter, Lavinia becomes deeply bonded to her adopted family, though she is set apart from them by her white skin.  Eventually, Lavinia is accepted into the world of the big house, where the master is absent and the mistress battles opium addiction. Lavinia finds herself perilously straddling two very different worlds. When she is forced to make a choice, loyalties are brought into question, dangerous truths are laid bare, and lives are put at risk.",216705.0,369.0,4.19,The Kitchen House,'Historical Fiction', 'Book Club', 'Historical', 'Fiction',NA,NA
7933292,Todd Burpo,"When Colton Burpo made it through an emergency appendectomy, his family was overjoyed at his miraculous survival. What they weren't expecting, though, was the story that emerged in the months that followed--a story as beautiful as it was extraordinary, detailing their little boy's trip to heaven and back.  Colton, not yet four years old, told his parents he left his body during the surgery--and authenticated that claim by describing exactly what his parents were doing in another part of the hospital while he was being operated on. He talked of visiting heaven and relayed stories told to him by people he met there whom he had never met in life, sharing events that happened even before he was born. He also astonished his parents with descriptions and obscure details about heaven that matched the Bible exactly, though he had not yet learned to read.  With disarming innocence and the plainspoken boldness of a child, Colton tells of meeting long-departed family members. He describes Jesus, the angels, how ""really, really big"" God is, and how much God loves us. Retold by his father, but using Colton's uniquely simple words, ""Heaven is for Real"" offers a glimpse of the world that awaits us, where as Colton says, ""Nobody is old and nobody wears glasses.""  ""Heaven is for Real"" will forever change the way you think of eternity, offering you the chance to see, and believe, like a child.",260153.0,162.0,4.02,Heaven Is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,'Religion', 'Nonfiction', 'Christian', 'Inspirational',NA,NA
7791997,Becca Fitzpatrick,"Nora Grey's life is still far from perfect. Surviving an attempt on her life wasn't pleasant, but at least she got a guardian angel out of it. A mysterious, magnetic, gorgeous guardian angel. But despite his role in her life, Patch has been acting anything but angelic. He's more elusive than ever (if that's possible) and what's worse, he seems to be spending time with Nora's archenemy, Marcie Millar.  Nora would have hardly noticed Scott Parnell, an old family friend who has moved back to town, if Patch hadn't been acting so distant. Even with Scott's totally infuriating attitude, Nora finds herself drawn to him - despite her lingering feelings that he is hiding something.  If that weren't enough, Nora is haunted by images of her murdered father, and comes to question whether her Nephilim bloodline has anything to do with his death. Desperate to figure out what happened, she puts herself in increasingly dangerous situations to get the answer. But maybe some things are better left buried, because the truth could destroy everything - and everyone - she trusts.",259665.0,432.0,4.06,"Crescendo (Hush, Hush, #2)",'Young Adult', 'Romance', 'Paranormal', 'Fantasy', 'Angels',NA
6479259,Richelle Mead,"After a long and heartbreaking journey to Dimitri’s birthplace in Siberia, Rose Hathaway has finally returned to St. Vladimir’s—and to her best friend, Lissa. It is nearly graduation, and the girls can’t wait for their real lives beyond the Academy’s iron gates to begin. But Rose’s heart still aches for Dimitri, and she knows he’s out there, som",250482.0,489.0,4.36,"Spirit Bound (Vampire Academy, #5)",'Young Adult', 'Romance', 'Paranormal', 'Fantasy', 'Vampires',NA
6527740,Richelle Mead,"This book has Alternate Cover Editions for this ISBN [ACE] ACE #1  They come first.  My vision was growing dimmer, the blackness and ghosts closing in. I swore it was like I could hear Robert whispering in my ear: The world of the dead won't give you up a second time. Just before the light completely vanished, I saw Dimitri's face join Lissa's. I wanted to smile. I decided then that if the two people I loved most were safe, I could leave this world.  The dead could finally have me.   Rose Hathaway has always played by her own rules. She broke the law when she ran away from St. Vladimir's Academy with her best friend and last surviving Dragomir princess, Lissa. She broke the law when she fell in love with her gorgeous, off-limits instructor, Dimitri. And she dared to defy Queen Tatiana, leader of the Moroi world, risking her life and reputation to protect generations of dhampir guardians to come.  Now the law has finally caught up with Rose - for a crime she didn't even commit. She's in prison for the highest offense imaginable: the assassination of a monarch. She'll need help from both Dimitri and Adrian to find the one living person who can stall her execution and force the Moroi elite to acknowledge a shocking new candidate for the royal throne: Vasilisa Dragomir.  But the clock on Rose's life is running out. Rose knows in her heart the world of the dead wants her back...and this time she is truly out of second chances. The big question is, when your whole life is about saving others, who will save you?  Join Rose, Dimitri, Adrian, and Lissa in Last Sacrifice, the epic, unforgettable finale to Richelle Mead's international #1 bestselling Vampire Academy series.",245801.0,594.0,4.4,"Last Sacrifice (Vampire Academy, #6)",'Young Adult', 'Romance', 'Paranormal', 'Fantasy', 'Vampires',NA
6690798,Justin Cronin,"IT HAPPENED FAST. THIRTY-TWO MINUTES FOR ONE WORLD TO DIE, ANOTHER TO BE BORN.  First, the unthinkable: a security breach at a secret U.S. government facility unleashes the monstrous product of a chilling military experiment. Then, the unspeakable: a night of chaos and carnage gives way to sunrise on a nation, and ultimately a world, forever altered. All that remains for the stunned survivors is the long fight ahead and a future ruled by fear--of darkness, of death, of a fate far worse.  As civilization swiftly crumbles into a primal landscape of predators and prey, two people flee in search of sanctuary. FBI agent Brad Wolgast is a good man haunted by what he's done in the line of duty. Six-year-old orphan Amy Harper Bellafonte is a refugee from the doomed scientific project that has triggered apocalypse. Wolgast is determined to protect her from the horror set loose by her captors, but for Amy, escaping the bloody fallout is only the beginning of a much longer odyssey--spanning miles and decades--toward the time an place where she must finish what should never have begun.  With The Passage, award-winning author Justin Cronin has written both a relentlessly suspenseful adventure and an epic chronicle of human endurance in the face of unprecedented catastrophe and unimaginable danger. Its inventive storytelling, masterly prose, and depth of human insight mark it as a crucial and transcendent work of modern fiction.  (front flap)",174117.0,766.0,4.04,"The Passage (The Passage, #1)",'Apocalyptic', 'Post Apocalyptic', 'Horror', 'Fantasy', 'Paranormal', 'Fiction'
6931356,Kody Keplinger,"Seventeen-year-old Bianca Piper is cynical and loyal, and she doesn’t think she’s the prettiest of her friends by a long shot. She’s also way too smart to fall for the charms of man-slut and slimy school hottie Wesley Rush. In fact, Bianca hates him. And when he nicknames her “the Duff,” she throws her Coke in his face.  But things aren’t so great at home right now, and Bianca is desperate for a distraction. She ends up kissing Wesley. Worse, she likes it. Eager for escape, Bianca throws herself into a closeted enemies-with-benefits relationship with him. Until it all goes horribly awry. It turns out Wesley isn’t such a bad listener, and his life is pretty screwed up, too. Suddenly Bianca realizes with absolute horror that she’s falling for the guy she thought she hated more than anyone.",170022.0,280.0,3.83,The DUFF: Designated Ugly Fat Friend,'Young Adult', 'Contemporary', 'Romance', 'Womens Fiction', 'Fiction', 'Chick Lit'
341879,Patti Smith,"In Just Kids, Patti Smith's first book of prose, the legendary American artist offers a never-before-seen glimpse of her remarkable relationship with photographer Robert Mapplethorpe in the epochal days of New York City and the Chelsea Hotel in the late sixties and seventies. An honest and moving story of youth and friendship, Smith brings the same unique, lyrical quality to Just Kids as she has to the rest of her formidable body of work--from her influential 1975 album Horses to her visual art and poetry.",157565.0,304.0,4.14,Just Kids,'Music', 'Biography', 'Art', 'Memoir', 'Autobiography', 'Nonfiction'
7740152,Lauren Kate,"How many lives do you need to live before you find someone worth dying for?  In the aftermath of what happened at Sword & Cross, Luce has been hidden away by her cursed angelic boyfriend, Daniel, in a new school filled with Nephilim, the offspring of fallen angels and humans. Daniel promises she will be safe here, protected from those who would kill her. At the school Luce discovers what the Shadows that have followed her all her life mean – and how to manipulate them to see into her other lives. Yet the more Luce learns about herself, the more she realizes that the past is her only key to unlocking her future . . . and that Daniel hasn't told her everything. What if his version of the past isn't actually the way things happened . . . what if Luce was really meant to be with someone else?  The second novel in the addictive FALLEN series...where love never dies.",198475.0,452.0,3.88,"Torment (Fallen, #2)",'Young Adult', 'Romance', 'Paranormal', 'Fantasy', 'Angels',NA
6314763,Piper Kerman,"With a career, a boyfriend, and a loving family, Piper Kerman barely resembles the reckless young woman who delivered a suitcase of drug money ten years before.  But that past has caught up with her.  Convicted and sentenced to fifteen months at the infamous federal correctional facility in Danbury, Connecticut, the well-heeled Smith College alumna is now inmate #11187–424 — one of the millions of people who disappear “down the rabbit hole” of the American penal system.  From her first strip search to her final release, Kerman learns to navigate this strange world with its strictly enforced codes of behavior and arbitrary rules. She meets women from all walks of life, who surprise her with small tokens of generosity, hard words of wisdom, and simple acts of acceptance.  Heartbreaking, hilarious, and at times enraging, Kerman’s story offers a rare look into the lives of women in prison—why it is we lock so many away and what happens to them when they’re there.",171567.0,298.0,3.71,Orange Is the New Black,'Biography', 'Memoir', 'Autobiography', 'Nonfiction', 'Audiobook',NA
6732019,Jason Fried,"Most business books give you the same old advice: Write a business plan, study the competition, seek investors, yadda yadda. If you're looking for a book like that, put this one back on the shelf.  Rework shows you a better, faster, easier way to succeed in business. Read it and you'll know why plans are actually harmful, why you don't need outside investors, and why you're better off ignoring the competition. The truth is, you need less than you think. You don't need to be a workaholic. You don't need to staff up. You don't need to waste time on paperwork or meetings. You don't even need an office. Those are all just excuses.   What you really need to do is stop talking and start working. This book shows you the way. You'll learn how to be more productive, how to get exposure without breaking the bank, and tons more counterintuitive ideas that will inspire and provoke you.  With its straightforward language and easy-is-better approach, Rework is the perfect playbook for anyone who’s ever dreamed of doing it on their own. Hardcore entrepreneurs, small-business owners, people stuck in day jobs they hate, victims of ""downsizing,"" and artists who don’t want to starve anymore will all find valuable guidance in these pages.",127316.0,279.0,3.94,Rework,'Management', 'Productivity', 'Nonfiction', 'Entrepreneurship', 'Business',NA
7821447,Justin Halpern,"After being dumped by his longtime girlfriend, twenty-eight-year-old Justin Halpern found himself living at home with his seventy-three-year-old dad. Sam Halpern, who is ""like Socrates, but angrier, and with worse hair,"" has never minced words, and when Justin moved back home, he began to record all the ridiculous things his dad said to him: ""That woman was sexy. . . . Out of your league? Son, let women figure out why they won't screw you. Don't do it for them.""  ""Do people your age know how to comb their hair? It looks like two squirrels crawled on their heads and started fucking.""  ""The worst thing you can be is a liar. . . . Okay, fine, yes, the worst thing you can be is a Nazi, but then number two is liar. Nazi one, liar two."" More than a million people now follow Mr. Halpern's philosophical musings on Twitter, and in this book, his son weaves a brilliantly funny, touching coming-of-age memoir around the best of his quotes. An all-American story that unfolds on the Little League field, in Denny's, during excruciating family road trips, and, most frequently, in the Halperns' kitchen over bowls of Grape-Nuts, Sh*t My Dad Says is a chaotic, hilarious, true portrait of a father-son relationship from a major new comic voice.",133885.0,159.0,3.99,Sh*t My Dad Says,'Biography', 'Family', 'Adult', 'Biography Memoir', 'Memoir', 'Comedy'
5287473,Rachel Hawkins,"Three years ago, Sophie Mercer discovered that she was a witch. It's gotten her into a few scrapes. Her non-gifted mother has been as supportive as possible, consulting Sophie's estranged father—an elusive European warlock—only when necessary. But when Sophie attracts too much human attention for a prom-night spell gone horribly wrong, it's her dad who decides her punishment: exile to Hex Hall, an isolated reform school for wayward Prodigium, a.k.a. witches, faeries, and shapeshifters. By the end of her first day among fellow freak-teens, Sophie has quite a scorecard: three powerful enemies who look like supermodels, a futile crush on a gorgeous warlock, a creepy tag-along ghost, and a new roommate who happens to be the most hated person and only vampire student on campus. Worse, Sophie soon learns that a mysterious predator has been attacking students, and her only friend is the number-one suspect. As a series of blood-curdling mysteries starts to converge, Sophie prepares for the biggest threat of all: an ancient secret society determined to destroy all Prodigium, especially her.",124701.0,323.0,3.95,"Hex Hall (Hex Hall, #1)",'Young Adult', 'Romance', 'Paranormal', 'Fantasy', 'Vampires', 'Magic'
